"ENSEMBL_DAna","mean.nrc.f","mean.nrc.m","pvalue","stderr","foldchanges","log2FoldChangeMF","ENSEMBL_DMel","SYMBOL_DMel"
"FBgn0100206",14.0237866077175,58.2433361683267,0.00340601893405836,9.45438674142301,4.15318186147204,2.05421704655186,"FBgn0262869","Gfrl"
"FBgn0100207",349.154735766545,177.925855440267,3.44453603393383e-05,15.63741482558,-1.96236086600557,-0.972590368633793,"FBgn0038787","CG4360"
"FBgn0100209",552.47942451134,167.752405381667,0.000928952852516191,63.6638678793749,-3.29342177391942,-1.71958728332011,"FBgn0260399","gwl"
"FBgn0100214",159.308768713983,572.994273180877,0.000287854420546481,55.0640161685905,3.59675288313609,1.84669504173043,"FBgn0038659","EndoA"
"FBgn0100221",277.663227064508,58.4939920574993,0.00011152205857335,24.6027404943781,-4.74686745249949,-2.24697576573713,"FBgn0022338","dnk"
"FBgn0100222",211.756561118183,325.021797134379,0.000126854278530459,13.0092115761282,1.5348841869083,0.618129802646628,"FBgn0026239","gukh"
"FBgn0097002",209.186342297919,102.192094282847,0.000623121938397732,16.4209214803394,-2.04699144063859,-1.03350506983857,"FBgn0053100","eIF4EHP"
"FBgn0100225",280.743901473896,526.709919328045,0.00133935029043541,43.663288038158,1.87612238970406,0.907753945795521,"FBgn0013343","Syx1A"
"FBgn0100226",9.71613830621371,19.1505260496467,0.0197817734446523,2.99379708546615,1.97100179578542,0.978929090825609,"FBgn0028374","Hug"
"FBgn0100228",151.324428130255,186.949572757401,0.00850443728183977,9.26413559346532,1.23542229808713,0.305004275183446,"FBgn0026634","Cog2"
"FBgn0100231",848.965013002796,586.227075938312,0.00260878548949468,53.2057995397855,-1.44818458213304,-0.53424549659,"FBgn0019925","Surf4"
"FBgn0100232",146.348453736786,280.117675573133,0.00288370246185121,27.6439480817971,1.91404602112801,0.936625518253907,"FBgn0038321","CG6218"
"FBgn0100233",6108.94054218932,2825.83658976002,4.1724152934329e-06,208.616224192559,-2.16181663310833,-1.11224415779767,"FBgn0002626","RpL32"
"FBgn0100236",0,685.251299337601,0.00188328019487493,130.029589059211,Inf,Inf,"FBgn0041102","ocn"
"FBgn0100238",349.217530359177,191.951289089959,0.00258517367210585,31.788895426459,-1.81930286592405,-0.863385733640806,"FBgn0010173","RpA-70"
"FBgn0100239",0,53.3040620927447,8.40331035201991e-05,5.69113415331763,Inf,Inf,"FBgn0040528","CG15864"
"FBgn0100240",205.144329096706,161.916968221003,0.0138868454747858,12.5846147685063,-1.26697239548546,-0.34138509170044,"FBgn0039877","Mccc1"
"FBgn0100241",56.288446907121,30.7625275729956,0.0232327489740763,8.43699230797284,-1.82977314765685,-0.871664796576323,"FBgn0039876","CG2126"
"FBgn0100242",1.06746286578472,8.49301665409999,0.00203569210133935,1.43091186743808,7.95626426578925,2.99209119580614,"FBgn0003065","CG2150"
"FBgn0100246",361.976764362009,39.7862068593909,0.00336525406615901,68.7158672319417,-9.0980466079935,-3.18555682536916,"FBgn0039872","salt"
"FBgn0100249",49.7426883902716,14.4320023547828,0.00110861758900592,6.04389306940886,-3.44669347796958,-1.7852130023674,"FBgn0039870","CG1896"
"FBgn0100250",145.657589087177,77.7073970042585,0.00166224088601206,12.5809275996804,-1.87443660066486,-0.906457029972112,"FBgn0039867","CstF50"
"FBgn0100251",18.24048756513,55.6197931493007,0.00583141220518766,8.94834182172672,3.04924925667163,1.60845408628276,"FBgn0039864","CG11550"
"FBgn0100252",37.2770967613157,48.9853223772387,0.00846424399144041,3.04144053850496,1.31408630588617,0.394060031356619,"FBgn0039859","CG11539"
"FBgn0100254",9805.41616631909,5077.10860756159,3.14600162620344e-05,425.059991434337,-1.93129927370776,-0.949571741315776,"FBgn0039857","RpL6"
"FBgn0100256",252.285191967637,146.708870799128,0.000112141152978161,11.8630801172622,-1.71963147554358,-0.782099422269776,"FBgn0043900","pygo"
"FBgn0100258",28.7216109249733,43.711318416664,0.00222695904699185,2.94062456713153,1.52189647477806,0.605870224541827,"FBgn0039467","CG14253"
"FBgn0100263",9.00576532153016,24.6401143699791,0.0154764825345468,4.67112980215385,2.73603780359142,1.45208816395081,"FBgn0004842","RYa-R"
"FBgn0100264",0.1531241289693,155.03392749118,7.38518352845981e-05,16.1638430495955,1012.47222455883,9.98366661533502,"FBgn0085321","CG34292"
"FBgn0273565",0,121.05535325748,0.00117607829914953,20.956762601648,Inf,Inf,"FBgn0264563","CG43935"
"FBgn0100267",3.05687089566555,9.49574610840473,0.018554136696694,2.01091695713662,3.10636151558416,1.63522573905881,"FBgn0039479","CG14257"
"FBgn0100270",119.472580962272,197.051030911334,0.00665571938815226,19.1112592055511,1.64934103979524,0.721889740527888,"FBgn0039485","CG17189"
"FBgn0100271",55.6632918654929,36.5877809777949,0.0446398738317942,7.5377593146783,-1.52136288066431,-0.605364310651658,"FBgn0039489","CG5880"
"FBgn0100274",972.825199867919,2130.12484779616,0.00046953776473956,168.510256693829,2.18962753851911,1.13068548442417,"FBgn0029155","Men-b"
"FBgn0274502",0,7.13725533497528,0.0219239660970329,2.32435121776583,Inf,Inf,"FBgn0025378","CG3795"
"FBgn0100280",15.2594131308294,0.853341479510349,0.00860018700747876,3.75562276568151,-17.8819540561715,-4.16043249097868,"FBgn0003482","spn-D"
"FBgn0100282",177.739452735058,319.163762356572,2.19342935457372e-06,8.05673758394807,1.79568327372046,0.84453290702316,"FBgn0039636","Atg14"
"FBgn0100283",336.875396127188,682.303341130119,0.00463420844925787,78.7433741227118,2.02538787033445,1.01819821665097,"FBgn0039637","Ctl2"
"FBgn0100284",523.051415379043,698.199284674728,0.00277703894293848,35.9193264557883,1.33485784407783,0.416686110029698,"FBgn0028671","Vha100-1"
"FBgn0100285",523.166724171645,122.238492976966,0.000166362035172111,48.3349558306036,-4.27988525897671,-2.09757211940114,"FBgn0039640","CG14516"
"FBgn0100287",891.733510610529,548.321411108022,4.47046211567768e-05,32.8196743944627,-1.6262970815029,-0.701590823748628,"FBgn0002413","dco"
"FBgn0100294",3.64839420382366,20.9483102986822,0.00298874655072292,3.60120895478484,5.74178916212714,2.52150035591288,"FBgn0004573","5-HT7"
"FBgn0100292",0,82.7867677970744,0.00157419067700756,15.1654597592786,Inf,Inf,"FBgn0051008","CG31008"
"FBgn0100295",0,67.0171349844981,0.000597132150405384,10.2038952661776,Inf,Inf,"FBgn0062411","Ctr1C"
"FBgn0100296",0.239821962134549,3.59849724843386,6.54653259236391e-05,0.343166326340636,15.0048695140563,3.90735886785606,"FBgn0039811","CG15550"
"FBgn0100297",0,138.877620152344,0.000148436339761842,16.4044918882921,Inf,Inf,"FBgn0039810","CG15549"
"FBgn0100302",14.9778757585366,46.7716292657993,1.86174524569194e-05,2.61003636834318,3.12271446364093,1.64280065750376,"FBgn0039808","CG12071"
"FBgn0100307",0,158.519052183871,0.000770812186952811,25.3202632675524,Inf,Inf,"FBgn0051010","CG31010"
"FBgn0100308",0,239.412076208193,0.000404024317905721,33.906723952153,Inf,Inf,"FBgn0000274","Pka-C2"
"FBgn0100309",0,278.136541967685,0.000109030965426701,31.0970968432568,Inf,Inf,"FBgn0039796","CG12069"
"FBgn0100312",0,76.7417375829152,0.00144392212158635,13.8232872748379,Inf,Inf,"FBgn0051013","CG31013"
"FBgn0100313",0,915.616383770852,9.10004517915953e-05,99.1437075665379,Inf,Inf,"FBgn0039792","CG2267"
"FBgn0100314",385.212972939652,314.406558114407,0.0263921005128265,24.1913257769321,-1.22520654546741,-0.293024979434549,"FBgn0039790","CG2246"
"FBgn0100315",177.438680982106,497.663689703385,0.000477352907311781,46.7694600729431,2.80470800926192,1.48785058348403,"FBgn0039789","CG9717"
"FBgn0100316",1.07516028342615,187.254527481295,1.80406105881577e-05,15.2012144986959,174.164290076436,7.44430503982603,"FBgn0039788","Rpt6R"
"FBgn0100318",59.3161879328637,203.980712439368,0.000177981894292225,17.6529727659844,3.43887089760795,1.78193495509793,"FBgn0027654","jdp"
"FBgn0100319",2.1805437457933,142.078296636713,0.000349895602084017,19.2967109439303,65.1572787341737,6.0258544464688,"FBgn0250746","Prosbeta7"
"FBgn0100320",0.819406741789746,106.027057657778,1.71967495389357e-05,8.51935461190195,129.39490518005,7.01563700327068,"FBgn0051524","CG31524"
"FBgn0100322",0.297758179578528,16.3862085069421,0.000161901668008131,1.93016149547772,55.0319340685671,5.78219712720898,"FBgn0051014","PH4alphaSG1"
"FBgn0100325",5.78322894503236,28.5732770308046,0.00871586512441798,5.95911750607781,4.94071344959433,2.30471938510393,"FBgn0026190","PH4alphaMP"
"FBgn0100329",107.603014216047,198.022035011048,0.000801003885571253,14.5477961130065,1.84030193255977,0.879942484147083,"FBgn0039773","CG2224"
"FBgn0100333",27.2168805909417,192.538134849649,0.0111407477582938,45.7101715390266,7.07421756899391,2.82257059009929,"FBgn0039770","CG15537"
"FBgn0274280",0,116.904196196828,0.00173958987390225,21.8388734904729,Inf,Inf,"FBgn0267106","CG45546"
"FBgn0100336",165.42258498452,294.388059450185,0.000408741475710262,18.3037916853756,1.77961225474583,0.831562938330855,"FBgn0004369","Ptp99A"
"FBgn0100337",39.0252825087973,19.9226790209802,0.0473361287014769,7.68011226773339,-1.95883708549942,-0.969997415106442,"FBgn0039664","CG2006"
"FBgn0100341",76.0369269829453,382.292882607106,0.0450587849103993,121.349941547031,5.02772662936329,2.32990620879109,"FBgn0039667","FipoQ"
"FBgn0100344",0,46.4242916324978,9.04286207714002e-05,5.02126048781262,Inf,Inf,"FBgn0039669","ND-20L"
"FBgn0100347",667.956974955171,589.679205622705,0.023705219221112,26.0072332205559,-1.13274636206614,-0.179824857492163,"FBgn0086361","alph"
"FBgn0100348",548.705403112823,385.596053543106,0.00543076492878904,38.4555638371357,-1.42300575452202,-0.508941496020123,"FBgn0039674","CG1907"
"FBgn0100351",919.105645537439,232.667426837041,0.00245175622892023,137.281058663438,-3.95029789099433,-1.9819614506709,"FBgn0039678","Obp99a"
"FBgn0100353",58.8518649080993,144.501896446343,0.0192537240296426,26.9962487444436,2.45534948929812,1.2959283893431,"FBgn0013972","Gycalpha99B"
"FBgn0100356",116.460330565287,1.24710487593482,0.0213493769117945,37.2688372242313,-93.3845523440759,-6.54511201420359,"FBgn0039684","Obp99d"
"FBgn0100359",247.945947622763,144.010552422173,0.00466526473279711,23.7263932844641,-1.72172068957765,-0.783851116924655,"FBgn0024841","Pcd"
"FBgn0100362",120.327523988612,214.582224124793,0.00787588718156178,24.0948652752917,1.78331787285095,0.834563883395647,"FBgn0039689","CIA30"
"FBgn0100363",266.434804467557,185.612965580821,0.00068122485017341,12.6130148388348,-1.43543207573797,-0.521485064216654,"FBgn0039690","Gnpnat"
"FBgn0100364",211.76799828394,148.459392290121,0.00213939892809157,12.3207297662475,-1.42643718943763,-0.512416221870997,"FBgn0039691","IntS11"
"FBgn0100366",373.594599752534,457.235045491992,0.00268589263760174,17.0375384718738,1.22388023219517,0.29146238411531,"FBgn0260990","yata"
"FBgn0100370",20.9218304236329,2.53311604677394,0.012552523718512,5.22738433162386,-8.25932568319482,-3.04602400038294,"FBgn0262112","sro"
"FBgn0100374",76.4187938288333,358.685622748908,0.00132188904759391,49.98013072374,4.69368338307341,2.23072052676184,"FBgn0038975","Nrx-1"
"FBgn0100097",0.74449036762562,10.7511254078222,0.00182391524187169,1.88684135774776,14.4409194199656,3.8520906930957,"FBgn0266347","nAChRalpha4"
"FBgn0096997",0,30.5002252357055,0.00338730436536758,6.51373585634962,Inf,Inf,"FBgn0037042","CG12984"
"FBgn0100078",10.7738840995771,25.3881511234792,0.0201412840094735,4.65848712564146,2.35645296430057,1.2366168848977,"FBgn0037519","CG3014"
"FBgn0100077",2.19232520479443,24.7107081473183,0.000169797981486106,2.72473303722629,11.2714610465993,3.49460262974659,"FBgn0037521","CG2993"
"FBgn0100075",1138.86586183523,1.00034467434864,0.00016503717287552,136.981892384959,-1138.47345923722,-10.1528849435735,"FBgn0261987","Pxt"
"FBgn0100073",185.950527697919,83.3299846379968,0.00179670524387466,19.2928006959766,-2.23149600357816,-1.15801122284648,"FBgn0038597","CG8064"
"FBgn0100071",0,0.853341479510349,0.041079129680505,0.329170090446796,Inf,Inf,"FBgn0038592","CG18599"
"FBgn0100067",3284.43535437413,2534.09556734456,0.000230974783569778,95.9644930249672,-1.296097667625,-0.374174436809854,"FBgn0020238","14-3-3epsilon"
"FBgn0100066",30.0674738314605,74.8334157150517,0.0107042042051946,12.264083644973,2.48884945022389,1.31547896475673,"FBgn0011701","repo"
"FBgn0100064",283.767712114835,92.0294344594152,2.99047857579414e-05,17.0855917174518,-3.083445136675,-1.62454317686529,"FBgn0038585","Non3"
"FBgn0100063",84.7162713561735,57.4788985745946,0.0031145821137903,5.71771641905983,-1.47386734013755,-0.559606676170673,"FBgn0038861","CG7009"
"FBgn0100061",105.935188036433,126.083873735156,0.0150731123336018,5.98176271413312,1.19019823414854,0.251201882444964,"FBgn0260004","Snmp1"
"FBgn0100059",53.7601651188973,142.162452672189,0.011409333387235,24.5775713691092,2.64438273873933,1.40293100260934,"FBgn0028997","nmdyn-D7"
"FBgn0100057",1698.61138870222,913.828196761516,2.78635657926068e-05,69.0786451289789,-1.85878636128966,-0.894360964329704,"FBgn0037728","p23"
"FBgn0100056",742.721378159517,511.045187925891,0.000479119689700948,33.8598878907309,-1.45333797422865,-0.539370241198,"FBgn0037955","Kyat"
"FBgn0100054",98.1018187852788,194.841839346586,0.000909975307240468,15.9456388728419,1.98611852215551,0.989951718648721,"FBgn0037956","CG6959"
"FBgn0100052",38.893004265451,20.7801418433572,0.0118609883316091,5.08130058861079,-1.87164286743711,-0.904305177159172,"FBgn0037960","mthl5"
"FBgn0100050",0,109.076998434254,0.000562996803393216,16.4265541094207,Inf,Inf,"FBgn0037962","Dnali1"
"FBgn0100048",50.1271419259917,84.9658672259292,0.0184324945651299,10.8627395579029,1.69500721488119,0.761291414276757,"FBgn0040071","tara"
"FBgn0100045",0,40.5818824322026,0.00014697805614095,4.78515770384427,Inf,Inf,"FBgn0038219","CG14839"
"FBgn0100041",39.6277120249416,65.3966316062917,0.00411976826198884,5.73103105512285,1.65027523075597,0.722706655339669,"FBgn0039225","Ets96B"
"FBgn0100038",0.653642413959637,16.2212522957266,0.00963411863914137,4.16360429418837,24.8167070393451,4.63323979000174,"FBgn0003719","tld"
"FBgn0100037",0,43.5699928833926,0.000112028418834246,4.89486633359696,Inf,Inf,"FBgn0037970","GC2"
"FBgn0100031",96.2583403562329,268.759105699427,0.00322685795705568,36.4749056603616,2.7920604563179,1.48133018047512,"FBgn0037746","CG8478"
"FBgn0100026",2097.22579335389,247.270319372916,4.31624195233016e-05,175.718865685273,-8.48151043227713,-3.08432121043848,"FBgn0013269","Fkbp39"
"FBgn0100025",81.4844449273872,41.8460473906577,0.0113587655777807,11.0089303936142,-1.94724352736787,-0.961433322556177,"FBgn0043457","CG5180"
"FBgn0100022",0,79.1555626816238,1.988872520677e-05,6.57260787107171,Inf,Inf,"FBgn0038796","eIF3g2"
"FBgn0100020",0.297758179578528,6.04218309840007,0.0489719614275382,2.33302979192945,20.2922489214325,4.34285685786278,"FBgn0038789","Ir92a"
"FBgn0100016",382.674706302085,976.719605371213,5.33238040482113e-05,58.5500203826548,2.55234952633683,1.35182590958233,"FBgn0261550","CG42668"
"FBgn0100015",99.2807805278341,1.43301436567741,0.000485568472994994,14.3360732298663,-69.281078337901,-6.11438948021521,"FBgn0037844","CG4570"
"FBgn0100010",4.46010352797198,19.8558907629606,0.0194246967281545,4.86334078517436,4.45189010488937,2.15441798012642,"FBgn0038653","Octalpha2R"
"FBgn0100001",68.3145907796698,108.395455170962,0.0125672428095691,11.3969699340864,1.58671015860378,0.666038617817557,"FBgn0038672","CG6005"
"FBgn0099999",0.39294609110385,228.983056274779,0.000552492232368774,34.3042401677045,582.734022449565,9.1866937334896,"FBgn0039147","CG10694"
"FBgn0099998",330.790999072219,228.825379144257,0.0169101169995922,31.1264861547156,-1.4456045055373,-0.531672907791485,"FBgn0040283","SMC1"
"FBgn0099997",11.6044694770079,51.7940203357947,0.0301488623237487,14.2255767022716,4.46328205166251,2.15810497882308,"FBgn0250910","Octbeta3R"
"FBgn0099994",429.644891811373,282.54403301463,7.22296465314424e-05,15.2919766193371,-1.52062985449467,-0.604669020864782,"FBgn0038326","CG5044"
